,CTUID,CTNAME,PRUID,PRNAME,CMAUID,CMAPUID,CMANAME,CMATYPE,geometry
453,5350128.04,0128.04,35,Ontario,535,35535,Toronto,B,"POLYGON ((7223015.3 933307.794285, 7222831.411429999 933229.325715, 7222813.202855 933279.525715, 7222764.157145 933414.342855, 7222824.16 933445.885715, 7222841.95143 933455.02, 7223206.214285 933642.057145, 7223222.257145001 933648.13143, 7223239.185715 933658.782855, 7223240.53143 933659.62857, 7223257.25143 933667.337145, 7223262.634285 933669.82, 7223283.088570001 933677.63143, 7223302.894285 933683.24857, 7223509.137145 933786.677145, 7223547.74 933681.20857, 7223554.842855 933664.79143, 7223577.42 933619.925715, 7223583.66 933607.48, 7223405.52 933513.74, 7223235.857145 933423.697145, 7223171.63143 933389.61143, 7223030.46857 933315.734285, 7223015.3 933307.794285))"
536,5350363.07,0363.07,35,Ontario,535,35535,Toronto,B,"POLYGON ((7234559.4542849995 946413.505715, 7234557.4428550005 946410.225715, 7234559.859999999 946413.145715, 7234573.077145 946401.49143, 7234613.174285 946366.12857, 7234626.965715 946353, 7234642.334285 946348.474285, 7234649.20857 946350.745715, 7234652.182855 946368.957145, 7234656.965715 946377.094285, 7234680.425714999 946385.46, 7234795.07143 946355.045715, 7234815.762855 946355.634285, 7234836.534285 946349.997145, 7234854.640000001 946341.8, 7234858.357145 946326.86857, 7234855.38 946308.654285, 7234847.65143 946293.75143, 7234832.794284999 946283.80857, 7234815.682855 946251.622855, 7234805.445715 946221.71143, 7234816.174285 946156.034285, 7234810.657145 946111.36857, 7234818.765715 946095.142855, 7234824.9914299995 946095.217145, 7234854.345714999 946117.117145, 7234866.617145 946118.277145, 7234868.1114300005 946112.594285, 7234873.14857 946093.44857, 7234876.637145 946097.19143, 7234892.75143 946096.98857, 7234903.737145 946096.84857, 7234913.52857 946094.442855, 7234925.40857 946086.174285, 7234931.4542849995 946087.257145, 7234940.44857 946095.10857, 7234950.702855 946095.905715, 7234980.331429999 946081.457145, 7235027.165715 946063.85143, 7235039.845714999 946045.322855, 7235061.12857 946025.217145, 7235062.754285 946016.14857, 7235061.537145 946005.53143, 7235043.16 945980.4, 7235032.98 945973.374285, 7235029.385715 945964.41143, 7235032.845714999 945956.71143, 7235080.4028549995 945935.074285, 7235114.574285001 945906.88, 7235127.437145 945887.345715, 7235131.797145 945874.605715, 7235134.325715 945860.5, 7235133.982855 945833.4, 7235152.54 945816.11143, 7235167.32857 945802.334285, 7235167.68857 945802, 7235177.014285 945796.39143, 7235185.5600000005 945794.94, 7235203.831429999 945791.837145, 7235215.38 945797.02857, 7235236.417145 945824.717145, 7235271.257145001 945879.84, 7235280.897144999 945889.88857, 7235288.262855 945906.80857, 7235281.9914299995 945924.402855, 7235263.702855 945933.605715, 7235252.465715 945944.07143, 7235248.102855001 945956.80857, 7235252.808569999 945971.17143, 7235263.74 945985.61143, 7235280.14857 945992.71143, 7235304.691430001 945995.03143, 7235355.3 945985.38, 7235371.785715 945984.697145, 7235391.602855001 945983.88, 7235401.065715 945983.48857, 7235411.75143 945983.045715, 7235411.877145 945983.04, 7235418.637145 945978.06, 7235420.082855 945976.994285, 7235422.285715 945975.37143, 7235433.445715 945967.145715, 7235484.0457150005 945916.937145, 7235515.88 945942.402855, 7235546.554285 945980.14, 7235555.54857 945987.99143, 7235581.022855001 945996.717145, 7235599.13143 945988.522855, 7235615.12 945974.74857, 7235629.89143 945950.357145, 7235634.15143 945932.4, 7235643.808569999 945913.33143, 7235657.134285 945897, 7235668.474285 945891.754285, 7235714.359999999 945896.857145, 7235732.077145 945879.234285, 7235749.185715 945851.494285, 7235751.137145 945848.33143, 7235765.76 945840.00857, 7235771.982855 945836.465715, 7235783.834285 945832.98, 7235789.55143 945831.297145, 7235816.802855 945818.5, 7235856.014285 945791.20857, 7235878.02 945767.074285, 7235879.982855 945761.454285, 7235832.814285 945735.05143, 7235767.8 945697.40857, 7235607.345714999 945606.245715, 7235427.76 945504.10857, 7235044.71143 945288.214285, 7234958.877145 945239.717145, 7234714.34857 945109.445715, 7234550.63143 945020.494285, 7234321.717145 944896.602855, 7234075.694285 944766.50857, 7233815.297145 944633.58, 7233560.75143 944499.722855, 7233554.29143 944519.93143, 7233547.90857 944537.497145, 7233540.90857 944553.98857, 7233534.322854999 944570.274285, 7233529.922855 944582.694285, 7233524.71143 944595.277145, 7233519.4428550005 944607.974285, 7233514.254285 944619.39143, 7233506.457145 944639.897145, 7233500.614285 944652.282855, 7233492.865715 944668.24, 7233478.642855 944696.4, 7233450.762855 944748.305715, 7233431.465715 944784.365715, 7233349.217145 944946.882855, 7233274.054285 945088.054285, 7233261.982855 945114.685715, 7233246.24857 945144.66, 7233244.96857 945146.677145, 7233243.640000001 945148.682855, 7233242.265715 945150.634285, 7233240.82 945152.54857, 7233239.334285 945154.42857, 7233237.78857 945156.265715, 7233236.182855 945158.054285, 7233234.54857 945159.78857, 7233232.84857 945161.477145, 7233231.105715 945163.122855, 7233229.314285 945164.71143, 7233227.48 945166.26857, 7233225.602855001 945167.745715, 7233223.685715 945169.182855, 7233221.734285 945170.562855, 7233219.728569999 945171.88857, 7233217.691430001 945173.15143, 7233215.625715001 945174.357145, 7233213.52 945175.51143, 7233211.382855 945176.602855, 7233209.222855 945177.617145, 7233207.02857 945178.58, 7233204.805715 945179.48, 7233202.5600000005 945180.314285, 7233200.28857 945181.08857, 7233198 945181.8, 7233195.694285 945182.44857, 7233193.36857 945183.014285, 7233191.03143 945183.52857, 7233188.345714999 945183.802855, 7233197.08 945224, 7233197.297145 945225.47143, 7233197.47143 945226.942855, 7233197.54857 945228.434285, 7233197.574285001 945229.934285, 7233197.522855001 945231.40857, 7233197.39143 945232.902855, 7233197.202855 945234.37143, 7233196.94857 945235.85143, 7233196.617145 945237.294285, 7233196.214285 945238.742855, 7233195.74857 945240.145715, 7233195.222855 945241.54857, 7233194.62 945242.91143, 7233193.97143 945244.254285, 7233122.934285 945366.73143, 7233112.257145001 945392.11143, 7233103.47143 945412.997145, 7233096.745715 945428.99143, 7233196.87143 945483.225715, 7233317.077145 945549.474285, 7233400.062855 945595.417145, 7233444.805715 945620.185715, 7233500.037145 945653.625715, 7233554.58 945686.64857, 7233666.825715 945756.674285, 7233804.762855 945845.862855, 7233824.48 945857.72, 7233830.35143 945861.205715, 7233839.514285 945866.64857, 7233853.55143 945875.402855, 7233880.779999999 945891.72857, 7234026.877145 945992.765715, 7234083.24857 946031.75143, 7234131.4028549995 946067.11143, 7234170.914285 946096.125715, 7234181.96857 946104.28857, 7234192.98857 946112.505715, 7234203.95143 946120.79143, 7234214.8885699995 946129.117145, 7234222.825715 946135.23143, 7234225.779999999 946137.505715, 7234236.634285 946145.954285, 7234247.43143 946154.437145, 7234258.194285 946162.997145, 7234268.92 946171.594285, 7234279.594285 946180.262855, 7234290.237145 946188.97143, 7234300.825715 946197.737145, 7234311.36857 946206.554285, 7234321.862855 946215.417145, 7234332.32857 946224.334285, 7234342.737145 946233.32, 7234353.105715 946242.345715, 7234363.42 946251.42857, 7234373.7 946260.55143, 7234383.78857 946269.67143, 7234391.702855 946276.774285, 7234399.56857 946283.94857, 7234407.394285 946291.162855, 7234415.174285 946298.425715, 7234422.9028549995 946305.745715, 7234430.59143 946313.094285, 7234438.225715 946320.502855, 7234445.825715 946327.96, 7234453.365715 946335.465715, 7234460.865715 946343.03143, 7234468.31143 946350.62, 7234475.722855 946358.27143, 7234483.08 946365.97143, 7234490.38 946373.694285, 7234497.634285 946381.48857, 7234504.84 946389.30857, 7234512.01143 946397.19143, 7234519.114285 946405.105715, 7234526.174285 946413.06857, 7234533.185715 946421.07143, 7234537.81143 946426.385715, 7234541.085715 946429.705715, 7234559.4542849995 946413.505715))"
538,5350378.23,0378.23,35,Ontario,535,35535,Toronto,B,"POLYGON ((7231013.42857 945703.934285, 7231005.18857 945695.497145, 7230918.665715 945853.134285, 7230868.025715 945950.142855, 7230806.254285 946062.834285, 7230775.44857 946117.997145, 7230703.322854999 946250.857145, 7230587.225715 946461.61143, 7230571.117145 946490.065715, 7230555.177145001 946518.217145, 7230468.76857 946670.84857, 7230373.482855 946842.24, 7230293.677145001 946986.01143, 7230195.285715 947163.885715, 7230154.48 947240.814285, 7230148.825715 947249.157145, 7230138.8885699995 947264.025715, 7230130.859999999 947274.025715, 7230117.25143 947286.14, 7230099.257145001 947299.554285, 7230069.26857 947316.02857, 7230054.18857 947324.762855, 7230038.742854999 947335.522855, 7230025.785715 947349.834285, 7230014.0085700005 947363.325715, 7229979.762855 947419.245715, 7230026.03143 947443.414285, 7230319.974285 947596.977145, 7230324.425714999 947599.302855, 7230438.894285 947659.10857, 7230512.5057149995 947697.817145, 7230646.637145 947768.54, 7230768.06857 947833.98857, 7230807.497145 947854.394285, 7230824.46857 947823.14857, 7230884.217145 947707.682855, 7230967.294284999 947550.614285, 7230988.257145001 947514.857145, 7231174.9028549995 947163.52, 7231256.697145 947017.702855, 7231274.637145 946985.717145, 7231306.12857 946930.382855, 7231334.4028549995 946875.46, 7231393.0057149995 946768.114285, 7231477.088570001 946608.262855, 7231501.15143 946566.805715, 7231549.52857 946476.68, 7231578.305715 946420.477145, 7231609 946359.42857, 7231609.094285 946359.225715, 7231617.274285 946341.58, 7231617.462855 946341.177145, 7231619.9 946336.982855, 7231611.5 946328.625715, 7231606 946318.31143, 7231134 945836.5, 7231026 945719.437145, 7231013.42857 945703.934285))"
539,5350378.24,0378.24,35,Ontario,535,35535,Toronto,B,"POLYGON ((7231620.302855 946337.382855, 7231619.9 946336.982855, 7231617.462855 946341.177145, 7231617.274285 946341.58, 7231609.094285 946359.225715, 7231609 946359.42857, 7231578.305715 946420.477145, 7231549.52857 946476.68, 7231501.15143 946566.805715, 7231477.088570001 946608.262855, 7231393.0057149995 946768.114285, 7231334.4028549995 946875.46, 7231306.12857 946930.382855, 7231274.637145 946985.717145, 7231256.697145 947017.702855, 7231174.9028549995 947163.52, 7230988.257145001 947514.857145, 7230967.294284999 947550.614285, 7230884.217145 947707.682855, 7230824.46857 947823.14857, 7230807.497145 947854.394285, 7230938.97143 947924.14857, 7231041.691430001 947978.64857, 7231090.92 948004.282855, 7231173.720000001 948047.502855, 7231305.54 948116.13143, 7231320.23143 948123.78, 7231476.834285 948204.654285, 7231546.15143 948239.96, 7231841.191430001 948390.25143, 7231941.84857 948443.64, 7232074.062855 948518.262855, 7232133.0971450005 948548.594285, 7232139.357145 948560.117145, 7232258.43143 948620.945715, 7232307.1 948646.154285, 7232353.59143 948670.234285, 7232482.13143 948737.72857, 7232575.985715 948787.014285, 7232595.0600000005 948796.66, 7232601.24857 948785.297145, 7232626.82857 948729.562855, 7232640.894285 948680.094285, 7232653.345714999 948610.574285, 7232661.194285 948531.917145, 7232661.60857 948483.125715, 7232648.02 948466.125715, 7232647.614285 948459.294285, 7232647.102855001 948453.982855, 7232646.674285 948446.59143, 7232645.985715 948440.2, 7232645.5571449995 948432.80857, 7232644.9428550005 948425.377145, 7232644.674285 948420.114285, 7232643.98 948414.757145, 7232643.98 948408.494285, 7232643.282855 948402.102855, 7232642.588570001 948396.742855, 7232641.98857 948393.502855, 7232641.997145 948386.197145, 7232641.165715 948381.854285, 7232640.977144999 948375.565715, 7232640.5971450005 948369.225715, 7232640.102855001 948361.83143, 7232638.914285 948355.32857, 7232638.84857 948349.05143, 7232638.345714999 948342.7, 7232637.53143 948336.27143, 7232637.02857 948329.92, 7232636.357145 948321.434285, 7232636.0571449995 948314.077145, 7232635.314285 948306.622855, 7232634.277145 948297.03143, 7232634.3 948288.685715, 7232633.82857 948279.205715, 7232633.73143 948269.79143, 7232633.34857 948258.245715, 7232633.857145 948251.04, 7232633.322854999 948241.54857, 7232633.668570001 948238.48857, 7232633.805715 948231.20857, 7232634.46857 948221.945715, 7232634.588570001 948215.70857, 7232634.714285 948209.48, 7232635.382855 948199.177145, 7232636.02 948191.997145, 7232636.342855 948184.757145, 7232637.254285 948175.545715, 7232637.59143 948167.274285, 7232638.60857 948160.17143, 7232640.48 948149.065715, 7232641.7 948139.914285, 7232643.885715 948128.87143, 7232646.534285 948115.822855, 7232649.02 948105.885715, 7232650.337145001 948099.885715, 7232653.12857 948091.054285, 7232655.98857 948082.222855, 7232659.52857 948070.974285, 7232678.9 948055.722855, 7232729.08 947955.522855, 7232888.73143 947673.402855, 7232888.831429999 947673.225715, 7232911.16 947635.634285, 7232913.385715 947631.18857, 7232918.037145 947621.897145, 7232920.35143 947617.27143, 7232924.9028549995 947608.182855, 7232914.5 947599.81143, 7232906.0457150005 947593.12857, 7232898.92857 947587.502855, 7232863.5 947559.5, 7232817.5 947507.625715, 7232670 947368.81143, 7232600.037145 947297.645715, 7232585.842855 947283.205715, 7232572.0057149995 947269.13143, 7232412 947106.374285, 7232248.5 946934.625715, 7232184 946882.5, 7232113.5 946824.062855, 7232008.174285 946720.245715, 7231995.5 946707.75143, 7231994.5 946705.874285, 7231981.857145 946693.23143, 7231955.5 946666.874285, 7231681 946394.125715, 7231649.32 946365.085715, 7231634.5 946351.5, 7231625.617145 946342.665715, 7231620.302855 946337.382855))"
552,5350363.06,0363.06,35,Ontario,535,35535,Toronto,B,"POLYGON ((7232843.4914299995 944100.077145, 7232826.0085700005 944090.88, 7232820.937145 944106.44857, 7232816.574285001 944124.862855, 7232812.28857 944137.35143, 7232807.96 944149.66, 7232803.262855 944162.66, 7232798.277145 944175.66, 7232793.13143 944187.837145, 7232785.720000001 944204.56, 7232776.5057149995 944223.565715, 7232759.117145 944259.057145, 7232728.4 944318.76, 7232732.562855 944336.15143, 7232724.46 944352.374285, 7232715.34 944368.42857, 7232698.737145 944400.974285, 7232672.07143 944453.24, 7232655.32 944488.71143, 7232635.1114300005 944531.897145, 7232624.914285 944553.985715, 7232587.82857 944627.954285, 7232489.702855 944827.75143, 7232489.477144999 944828.214285, 7232484.825715 944836.742855, 7232475.717145 944852.785715, 7232473.062855 944857.02857, 7232472.78857 944857.465715, 7232452.48 944895.422855, 7232416.282855 944952.38857, 7232386.085715 944999.90857, 7232381.194285 945007.605715, 7232377.194285 945014.54857, 7232373.185715 945021.505715, 7232363.271430001 945038.71143, 7232355.814285 945051.65143, 7232351.445715 945059.877145, 7232379.36857 945073.54, 7232709.042855 945234.865715, 7232745.237145 945252.577145, 7232886.142855 945319.414285, 7232992.037145 945372.694285, 7233086.01143 945422.805715, 7233087.845714999 945424.17143, 7233096.745715 945428.99143, 7233103.47143 945412.997145, 7233112.257145001 945392.11143, 7233122.934285 945366.73143, 7233193.97143 945244.254285, 7233194.62 945242.91143, 7233195.222855 945241.54857, 7233195.74857 945240.145715, 7233196.214285 945238.742855, 7233196.617145 945237.294285, 7233196.94857 945235.85143, 7233197.202855 945234.37143, 7233197.39143 945232.902855, 7233197.522855001 945231.40857, 7233197.574285001 945229.934285, 7233197.54857 945228.434285, 7233197.47143 945226.942855, 7233197.297145 945225.47143, 7233197.08 945224, 7233188.345714999 945183.802855, 7233191.03143 945183.52857, 7233193.36857 945183.014285, 7233195.694285 945182.44857, 7233198 945181.8, 7233200.28857 945181.08857, 7233202.5600000005 945180.314285, 7233204.805715 945179.48, 7233207.02857 945178.58, 7233209.222855 945177.617145, 7233211.382855 945176.602855, 7233213.52 945175.51143, 7233215.625715001 945174.357145, 7233217.691430001 945173.15143, 7233219.728569999 945171.88857, 7233221.734285 945170.562855, 7233223.685715 945169.182855, 7233225.602855001 945167.745715, 7233227.48 945166.26857, 7233229.314285 945164.71143, 7233231.105715 945163.122855, 7233232.84857 945161.477145, 7233234.54857 945159.78857, 7233236.182855 945158.054285, 7233237.78857 945156.265715, 7233239.334285 945154.42857, 7233240.82 945152.54857, 7233242.265715 945150.634285, 7233243.640000001 945148.682855, 7233244.96857 945146.677145, 7233246.24857 945144.66, 7233261.982855 945114.685715, 7233274.054285 945088.054285, 7233349.217145 944946.882855, 7233431.465715 944784.365715, 7233450.762855 944748.305715, 7233478.642855 944696.4, 7233492.865715 944668.24, 7233500.614285 944652.282855, 7233506.457145 944639.897145, 7233514.254285 944619.39143, 7233519.4428550005 944607.974285, 7233524.71143 944595.277145, 7233529.922855 944582.694285, 7233534.322854999 944570.274285, 7233540.90857 944553.98857, 7233547.90857 944537.497145, 7233554.29143 944519.93143, 7233560.75143 944499.722855, 7233420.094285 944422.84, 7233220.277145 944313.257145, 7233158.38 944281.37143, 7233109.04857 944254.85143, 7233056.04857 944225.602855, 7233026.86857 944209.725715, 7232964.985715 944176.07143, 7232947.417145 944166.517145, 7232919.605715 944151.242855, 7232893.194285 944136.10857, 7232885.674285 944131.65143, 7232876.754285 944117.57143, 7232843.4914299995 944100.077145))"
682,5350010.01,0010.01,35,Ontario,535,35535,Toronto,B,"POLYGON ((7222803.377145 926854.68, 7222830.94857 926798.64, 7222831.14857 926798.234285, 7222836.05143 926788.40857, 7222818.194285 926786.5, 7222798.345714999 926783.56, 7222563.86857 926748.825715, 7222560.662854999 926748.35143, 7222430.977144999 926728.1, 7222167.774285 926686.997145, 7222152.234285 926687.92, 7222119.68 926683.234285, 7222075.5 926676.874285, 7222009.042855 926667.534285, 7221998.277145 926685.085715, 7221961.59143 926770.874285, 7221957.385715 926778.58, 7221879.44857 926935.33143, 7221879.365715 926935.5, 7221856.15143 926984.24, 7221901.862855 927008.01143, 7221902.5085700005 927008.31143, 7221999.822854999 926810.725715, 7222432.582855 927008.057145, 7222411.90857 927048.077145, 7222411.7 927048.48857, 7222348.4 927171.51143, 7222348.165715 927171.974285, 7222324.034285 927219.697145, 7222417.462855 927267.597145, 7222501.34857 927310.67143, 7222561.465715 927341.18, 7222615.44857 927231.14, 7222666.337145001 927126.794285, 7222734.44857 926990.145715, 7222765.308569999 926928.014285, 7222770.13143 926918.47143, 7222803.377145 926854.68))"
684,5350010.02,0010.02,35,Ontario,535,35535,Toronto,B,"POLYGON ((7222846.191430001 926790.234285, 7222836.05143 926788.40857, 7222831.14857 926798.234285, 7222830.94857 926798.64, 7222803.377145 926854.68, 7222770.13143 926918.47143, 7222765.308569999 926928.014285, 7222734.44857 926990.145715, 7222666.337145001 927126.794285, 7222615.44857 927231.14, 7222561.465715 927341.18, 7222692.422855 927406.182855, 7222709.4942850005 927415.474285, 7222745.834285 927433.414285, 7222810.162854999 927463.622855, 7222838.622855 927479.12, 7222914.797145 927518.734285, 7222981.60857 927552.514285, 7223011.254285 927567.16857, 7223068.665715 927594.685715, 7223173.691430001 927648.21143, 7223265.640000001 927692.725715, 7223281.934285 927656.385715, 7223301.0457150005 927616.837145, 7223354.42 927516.065715, 7223373 927481.92, 7223390.04 927450.614285, 7223410.17143 927413.63143, 7223416.73143 927400.234285, 7223419.085715 927395.72857, 7223443.6 927348.834285, 7223484.23143 927272.83143, 7223513.182855 927215.56857, 7223554.174285 927137.55143, 7223575.359999999 927096.622855, 7223582.76857 927082.305715, 7223617.56857 927015.66857, 7223620.66 927009.982855, 7223623.168570001 927005.16, 7223628.588570001 926994.742855, 7223632.857145 926986.305715, 7223633.905715 926984.22857, 7223635.01143 926982.042855, 7223624.18857 926978.897145, 7223604.84857 926973.277145, 7223585.78857 926967.737145, 7223558.20857 926959.722855, 7223558.140000001 926959.702855, 7223554 926958.5, 7223539 926953.81143, 7223534.822854999 926952.66, 7223447.0057149995 926928.442855, 7223442 926927.062855, 7223417.94857 926920.182855, 7223374.5 926907.75143, 7223351 926893.18857, 7223307.5 926876, 7223251 926859.68857, 7223155 926837.374285, 7222878.5 926795.25143, 7222858.754285 926792.44857, 7222846.191430001 926790.234285))"
898,5350282.00,0282.00,35,Ontario,535,35535,Toronto,B,"POLYGON ((7213213.722855 932872.502855, 7213201.808569999 932860.345715, 7213201.654285001 932860.39143, 7213198.634285 932859.842855, 7213193.95143 932856.92857, 7213133.191430001 932824.26857, 7213047.01143 932776.662855, 7212960.82857 932729.06857, 7212874.637145 932681.462855, 7212786.617145 932632.5, 7212764.037145 932619.10857, 7212753.842855 932612.097145, 7212753.85143 932611.294285, 7212618.722855 932531.46, 7212530.58 932485.00857, 7212502.297145 932535.04857, 7212458.194285 932614.817145, 7212374.817145 932564.45143, 7212353.24857 932553.52, 7212340.574285001 932572.822855, 7212274.9542849995 932538.245715, 7212236.485715 932514.754285, 7212303.9942850005 932410.262855, 7212309.82 932400.902855, 7212309.9428550005 932400.70857, 7212325.757145001 932375.654285, 7212331.05143 932369.30857, 7212336.697145 932360.957145, 7212341.625715001 932356.62857, 7212348.394285 932353.68, 7212360.642855 932346.57143, 7212153.44857 932299.182855, 7212134.185715 932302.99143, 7212078.5 932314, 7211946.5 932333.062855, 7211911.62857 932343.637145, 7211892.5 932349.437145, 7211874.322854999 932357.23143, 7211864.228569999 932361.56, 7211817 932381.81143, 7211754 932425.68857, 7211714 932464.31143, 7211688.9542849995 932497.294285, 7211678.5 932511.062855, 7211677.6114300005 932512.41143, 7211673.48857 932510.19143, 7211673.385715 932510.134285, 7211672.894285 932509.862855, 7211662.925714999 932524.98, 7211662.317145 932525.902855, 7211647 932549.125715, 7211632.15143 932578.67143, 7211623.394285 932596.097145, 7211567.279999999 932570.525715, 7211589.714285 932724.3, 7211589.777145 932724.72857, 7211593 932746.634285, 7211595.685715 932764.894285, 7211593.122855 932763.745715, 7211588.06857 932761.46857, 7211587.84 932761.365715, 7211505.42 932723.88, 7211482.134285 932658.12, 7211510.47143 932536.40857, 7211445.15143 932498.91143, 7211380.502855 932461.942855, 7211265.985715 932391.29143, 7211255.582855 932384.642855, 7211195.84 932405.37143, 7211082.98857 932400.722855, 7211006.854285 932426.1, 7210970.277145 932445.60857, 7210948.32857 932471.21143, 7210919.06857 932509.00857, 7210906.874284999 932540.70857, 7210903.217145 932606.54857, 7210908.674285 932691.517145, 7210971.117145 932788.35143, 7210982.405715 932832.55143, 7210979.21143 932856, 7210976.257145001 932877.694285, 7210973.9914299995 932894.34, 7210973.4 932897.674285, 7211010.95143 932918.682855, 7211097.565715 932967.14, 7211099.168570001 932968.037145, 7211106.46 932972.117145, 7211399.9914299995 933136.36, 7211552.5057149995 933218.985715, 7211572.168570001 933229.637145, 7211593.897144999 933241.29143, 7211595.63143 933242.222855, 7211600.725715 933244.954285, 7211636.9428550005 933264.385715, 7211700.84 933298.665715, 7211808.09143 933356.51143, 7211818.822854999 933362.017145, 7211828.777145 933367.045715, 7211829.15143 933367.234285, 7211829.602855001 933367.462855, 7211840.394285 933372.84, 7211851.24 933378.14857, 7211862.1 933383.4, 7211872.997145 933388.58, 7211883.93143 933393.697145, 7211894.8885699995 933398.74857, 7211905.874284999 933403.734285, 7211916.9 933408.64857, 7211927.94857 933413.485715, 7211939.03143 933418.282855, 7211950.145715 933422.997145, 7211961.277145 933427.62857, 7211972.4428550005 933432.222855, 7212023.911429999 933450.98857, 7212099 933478.36857, 7212307.02857 933549.9, 7212309.497145 933550.78, 7212326.897144999 933556.97143, 7212417.254285 933589.122855, 7212426.862855 933592.542855, 7212452.425714999 933601.637145, 7212474.714285 933609.565715, 7212477.305715 933610.494285, 7212483.48 933612.67143, 7212484.8 933613.137145, 7212571.859999999 933643.862855, 7212686.437145 933684.297145, 7212905.88 933763.717145, 7212920.382855 933768.965715, 7213243.257145001 933886.49143, 7213278.817145 933899.594285, 7213298.682855 933906.917145, 7213305.634285 933888.04, 7213305.67143 933887.94, 7213313.542855 933866.574285, 7213313.685715 933866.182855, 7213342.165715 933798.654285, 7213353.720000001 933771.262855, 7213353.774285 933771.12857, 7213360.18857 933755.08, 7213398.174285 933659.997145, 7213440.262855 933556.92857, 7213459.26 933510.662855, 7213469.588570001 933489.377145, 7213480.634285 933466.614285, 7213502.602855001 933413.314285, 7213513.477144999 933404.857145, 7213519.017145 933391.28, 7213528.405715 933367.854285, 7213550.705715001 933312.66, 7213565.417145 933276.794285, 7213567.325715 933271.93143, 7213574.405715 933255.514285, 7213574.43143 933255.46, 7213579.542855 933244.065715, 7213579.59143 933243.957145, 7213586.617145 933227.66857, 7213586.677145001 933227.52857, 7213602.242854999 933187.925715, 7213611.462855 933164.325715, 7213613.36857 933159.47143, 7213611.13143 933148.665715, 7213629.637145 933096.6, 7213597.62 933082.602855, 7213590.725715 933076.37143, 7213479.1114300005 933013.837145, 7213391.745715 932967.06857, 7213213.722855 932872.502855))"
