4254,-79.16908047,44.0478571
4263,-79.82099489,44.01941203
4264,-79.64332791,43.48229965
4265,-79.66432361,43.49071595
4266,-79.74192253,43.42381346
4281,-79.14402768,43.78392136
4282,-79.15713226,43.80397862
4283,-79.16656312,43.79339165
4284,-79.18380836,43.78925413
4285,-79.30894999,43.81577188
4319,-79.90044689,43.53635029
4469,-79.19603985,44.29474329
4478,-79.89480159,43.65483561
4479,-79.929347,43.64748593
4480,-79.93309075,43.65568207
4481,-79.97715531,43.64988087
4490,-79.33675844,44.26340291
4491,-79.48286142,44.20056123
4493,-79.43169471,44.3588797
4507,-79.5958217,43.82796727
4508,-79.57135535,43.83810224
4509,-79.55295821,43.83669123
4620,-79.31966922,43.81135015
4621,-79.31768969,43.81473246
4622,-79.2176036,43.81418069
4623,-79.20881419,43.8118182
4624,-79.13997531,43.79648387
4656,-79.29481208,43.83086558
4657,-79.34267073,43.86301869
4658,-79.36103887,43.85872345
4659,-79.27107011,43.84912429
4685,-79.65038041,43.60338288
4694,-79.33229851,43.8150358
4695,-79.6120088,43.74992965
4696,-79.41990717,43.86453313
4719,-79.17828154,43.80282191
4720,-79.31348141,43.80232576
4721,-79.50575542,43.84626096
4722,-79.61583462,43.7407539
4723,-79.57000919,43.7996429
4724,-79.60979144,43.7888186
4725,-79.28594314,43.84333475
4729,-79.27887999,43.8816259
4739,-79.22280429,43.80313089
4740,-79.21436526,43.80401956
4741,-79.62619016,43.5959453
4742,-79.66844299,43.54795203
4743,-79.68305798,43.57218471
4744,-79.67261587,43.5834063
4745,-79.78008881,43.69683896
4746,-79.73420981,43.72495022
4747,-79.70457867,43.72224727
4748,-79.70863143,43.72726849
4749,-79.95615564,43.88094177
4750,-80.02958065,43.83231406
4751,-79.77893853,43.72634938
4752,-79.79795469,43.70899216
4753,-79.11741609,43.83546068
4754,-79.03421022,43.82786085
4755,-79.41582971,43.68556933
4756,-79.42771551,43.69026292
4757,-79.46477856,43.79646337
4758,-79.48579566,44.01040003
4765,-79.27432031,43.81138075
4766,-79.4394059,43.82279082
4767,-79.61321482,43.62248244
4768,-79.62096284,43.615137
4769,-79.62810159,43.60867914
4770,-79.66107387,43.579609
4771,-79.67182505,43.56894699
4772,-80.11283793,43.90168673
4814,-79.65837174,43.5959417
4857,-80.06077552,44.01952904
4901,-80.12456147,43.90800405
4985,-79.45393422,43.86192476
4986,-79.46566589,43.80376447
4987,-79.47759304,43.80083951
4988,-79.38719891,43.85102825
4989,-79.4000684,43.85509431
4990,-79.43131302,43.86797566
4991,-79.43023475,43.85959565
5006,-79.86229415,44.14725488
5011,-79.29879738,43.87720535
5012,-79.29409771,43.86842395
5013,-79.35286582,43.87974146
5014,-79.43241007,43.79807959
5018,-79.63522499,43.54405563
5035,-79.65268197,43.53358095
5036,-79.6938215,43.54874189
5037,-79.70137096,43.54336632
5038,-79.77560313,43.58745513
5039,-79.77397698,43.57183216
5040,-79.7677947,43.56445688
5041,-79.75910115,43.56225515
5042,-79.69609247,43.46168755
5047,-79.43436185,44.05381184
5048,-79.45907194,44.2408438
5053,-79.73460574,43.46158232
5054,-79.72576483,43.46946489
5055,-80.08933404,43.92466161
5056,-80.12059806,43.92284603
5057,-79.72897699,43.44019457
5058,-79.7253962,43.43379833
5059,-79.68844131,43.4738297
5060,-79.67953791,43.48280069
5104,-79.69746379,43.46992979
5107,-79.13194846,43.81456278
