TRACTID,LATITUDE,LONGITUDE,WALK,BIKE,TRANSIT,DRIVE,SHORTEST
769,43.88727525,-79.30247306,31504,10372,5811,2562,3
775,43.87385234,-79.03123041,41583,13353,6746,2937,3
776,43.86904461,-79.0454452,40803,13139,6556,2858,3
808,43.89446156,-79.05890501,42143,13416,6833,3072,3
882,43.42199922,-79.77547113,28210,8491,6317,2398,3
891,43.8401965,-79.47542133,20240,6232,4717,1902,3
898,43.71189584,-79.52133388,6902,2127,2690,1361,3
900,43.71454323,-79.48495713,9337,2839,3493,1435,3
901,43.71689843,-79.47541725,9664,2982,3057,1420,3
902,43.72038939,-79.45878529,10970,3514,2690,1466,3
939,43.63840681,-79.87106917,21251,6354,6902,2387,3
946,43.70293609,-79.47888192,9261,3068,2649,1539,3
949,43.70145572,-79.54154666,5173,1668,1215,1369,2
951,43.73649842,-79.22088372,26287,8526,4614,2634,3
952,43.72780105,-79.22731761,26092,8194,4445,2747,3
953,43.76805029,-79.16368083,29633,9633,5525,2562,3
954,44.12146346,-79.5565383,42506,11068,6780,3173,3
956,43.69194212,-79.26551719,23790,6886,5896,2854,3
957,43.76211262,-79.30683946,21378,7587,6640,2093,3
958,43.758454,-79.31310854,20933,7552,6366,2103,3
962,43.63895185,-79.38515174,17086,4643,2406,1842,3
963,43.5549196,-79.73129242,15954,4576,4151,1905,3
975,43.76914886,-79.22368337,26285,9541,5591,2321,3
976,43.762079,-79.23521397,25356,8935,4875,2341,3
980,43.51459892,-79.65188082,18751,5573,6259,1897,3
981,43.52185819,-79.63731026,18773,5200,6006,1970,3
983,43.55934192,-79.59762174,13763,3932,4432,1680,3
984,43.56737158,-79.58759006,13153,3646,4442,1614,3
990,43.83720441,-79.46216873,20442,6308,4111,1879,3
991,44.07486644,-79.77304057,36206,10915,23509,3335,3
993,43.60418015,-79.60616294,8569,2499,2626,1566,3
994,43.61501219,-79.60331286,7722,2199,2630,1652,3
1001,43.98820162,-79.43060636,35544,10321,7935,2787,3
1003,43.80718033,-79.71018769,13600,3806,6973,1869,3
1004,43.73771639,-79.44594532,12656,3934,2940,1606,3
1005,43.73139751,-79.46589139,11208,3514,4008,1539,3
1007,43.57481816,-79.57999648,11836,3338,4271,1544,3
1009,43.60181728,-79.57873746,9047,2621,3045,1591,3
1012,43.74759785,-79.42869193,14334,4419,4236,1809,3
1013,43.76096275,-79.40080771,16793,5096,3036,1741,3
1015,43.55449,-79.65930239,14574,4212,4625,2016,3
1016,43.55748178,-79.65012894,14013,4043,4022,1956,3
1017,43.56394961,-79.66046037,14091,4080,4596,2008,3
1019,43.82720631,-79.57303153,16327,5263,5808,1842,3
1020,43.74183667,-79.53726386,9164,3040,3914,1468,3
1023,43.78040574,-79.43017258,16974,5746,3751,2065,3
1024,43.78827735,-79.42773545,17601,5759,4026,2142,3
1026,43.72683645,-79.52006879,8844,2723,4175,1524,3
1027,43.72355705,-79.53574723,7812,3107,3183,1255,3
1029,43.73796883,-79.49017495,10664,3328,4443,1604,3
1030,43.78198617,-79.34618066,20973,7774,4282,2129,3
1033,43.71195943,-79.23762339,25603,7600,4781,2746,3
1035,43.76878206,-79.44613491,15831,5387,4484,1969,3
1036,43.47630837,-79.75904016,22817,6428,5923,1998,3
1037,43.68276067,-79.27848174,23263,7036,4368,2702,3
1041,43.67067997,-79.45707334,11244,3646,2229,1960,3
1042,43.67071459,-79.44184088,12223,3911,3773,2216,3
1043,43.67435837,-79.44780225,11807,3952,3969,2128,3
1044,43.6792006,-79.454706,11060,3404,3177,2001,3
1045,43.68066187,-79.44738305,11564,3562,4321,2156,3
1046,43.67654546,-79.43849339,12375,3874,4074,2092,3
1047,43.67799293,-79.42952619,13018,4289,4094,2136,3
1048,43.67304022,-79.42842176,13164,4175,3755,2203,3
1049,43.6780554,-79.42020687,13695,4451,4269,2257,3
1050,43.67721965,-79.406118,14400,4550,2834,2247,3
1055,43.72412908,-79.24275938,25166,7854,4363,2574,3
1056,43.70667906,-79.25759422,24413,7227,4260,2752,3
1059,43.57954905,-79.78754231,16725,5735,5108,1980,3
1062,43.70495603,-79.28773866,22175,6860,5108,2660,3
1064,43.706777,-79.27324885,23793,7093,4876,2874,3
1065,43.71113592,-79.26363539,23670,7164,4197,2700,3
1066,43.92590747,-79.27181304,36148,11689,8818,2895,3
1080,43.68527184,-79.39692572,14883,4985,2961,2338,3
1081,43.69169278,-79.39960754,14655,4453,3328,2193,3
1082,43.69442325,-79.397198,14550,4691,3295,2275,3
1083,43.68673979,-79.39033822,15278,4668,2764,2425,3
1084,43.68991566,-79.38101099,15776,5113,3569,2533,3
1085,43.69816464,-79.3827759,15376,4919,3848,2466,3
1086,43.70674263,-79.38254693,15534,4986,3928,2346,3
1089,43.70315414,-79.43293888,12195,3981,3330,1807,3
1090,43.70576104,-79.42150755,12887,4222,4855,1863,3
